HGNC ID	Approved symbol	Approved name	Status	NCBI Gene ID
HGNC:36386	RPS18P14	ribosomal protein S18 pseudogene 14	Approved	100128535
HGNC:10402	RPS19	ribosomal protein S19	Approved	6223
HGNC:28749	RPS19BP1	ribosomal protein S19 binding protein 1	Approved	91582
HGNC:16534	RPS19P1	ribosomal protein S19 pseudogene 1	Approved	85486
HGNC:17047	RPS19P2	ribosomal protein S19 pseudogene 2	Approved	85487
HGNC:23560	RPS19P3	ribosomal protein S19 pseudogene 3	Approved	728953
HGNC:35778	RPS19P4	ribosomal protein S19 pseudogene 4	Approved	100132049
HGNC:35850	RPS19P5	ribosomal protein S19 pseudogene 5	Approved	100131286
HGNC:36217	RPS19P6	ribosomal protein S19 pseudogene 6	Approved	100271078
HGNC:35550	RPS19P7	ribosomal protein S19 pseudogene 7	Approved	728509
HGNC:10405	RPS20	ribosomal protein S20	Approved	6224
HGNC:10408	RPS20P1	ribosomal protein S20 pseudogene 1	Approved	54025
HGNC:14195	RPS20P2	ribosomal protein S20 pseudogene 2	Approved	64726
HGNC:10406	RPS20P3	ribosomal protein S20 pseudogene 3	Approved	6225
HGNC:10407	RPS20P4	ribosomal protein S20 pseudogene 4	Approved	6226
HGNC:36367	RPS20P5	ribosomal protein S20 pseudogene 5	Approved	100270899
HGNC:35629	RPS20P6	ribosomal protein S20 pseudogene 6	Approved	100270900
HGNC:35911	RPS20P7	ribosomal protein S20 pseudogene 7	Approved	100270901
HGNC:35770	RPS20P8	ribosomal protein S20 pseudogene 8	Approved	100271079
HGNC:36472	RPS20P9	ribosomal protein S20 pseudogene 9	Approved	100271080
HGNC:36800	RPS20P10	ribosomal protein S20 pseudogene 10	Approved	100271081
HGNC:36084	RPS20P11	ribosomal protein S20 pseudogene 11	Approved	100271082
HGNC:36519	RPS20P12	ribosomal protein S20 pseudogene 12	Approved	100271083
HGNC:36071	RPS20P13	ribosomal protein S20 pseudogene 13	Approved	100271084
HGNC:36692	RPS20P14	ribosomal protein S20 pseudogene 14	Approved	440992
HGNC:36340	RPS20P15	ribosomal protein S20 pseudogene 15	Approved	100271085
HGNC:35851	RPS20P16	ribosomal protein S20 pseudogene 16	Approved	100271086
HGNC:35822	RPS20P17	ribosomal protein S20 pseudogene 17	Approved	100271088
HGNC:36937	RPS20P18	ribosomal protein S20 pseudogene 18	Approved	100271231
HGNC:36503	RPS20P19	ribosomal protein S20 pseudogene 19	Approved	644309
HGNC:36674	RPS20P20	ribosomal protein S20 pseudogene 20	Approved	100271233
HGNC:35993	RPS20P21	ribosomal protein S20 pseudogene 21	Approved	100271234
HGNC:36379	RPS20P22	ribosomal protein S20 pseudogene 22	Approved	100271087
HGNC:36146	RPS20P23	ribosomal protein S20 pseudogene 23	Approved	100271089
HGNC:36283	RPS20P24	ribosomal protein S20 pseudogene 24	Approved	100271232
HGNC:35866	RPS20P25	ribosomal protein S20 pseudogene 25	Approved	100271235
HGNC:36980	RPS20P26	ribosomal protein S20 pseudogene 26	Approved	646660
HGNC:36154	RPS20P27	ribosomal protein S20 pseudogene 27	Approved	729927
HGNC:36452	RPS20P28	ribosomal protein S20 pseudogene 28	Approved	100271560
HGNC:36237	RPS20P29	ribosomal protein S20 pseudogene 29	Approved	100271561
HGNC:36626	RPS20P30	ribosomal protein S20 pseudogene 30	Approved	100271562
HGNC:35767	RPS20P31	ribosomal protein S20 pseudogene 31	Approved	100271563
HGNC:36444	RPS20P32	ribosomal protein S20 pseudogene 32	Approved	100129306
HGNC:36725	RPS20P33	ribosomal protein S20 pseudogene 33	Approved	100271564
HGNC:36668	RPS20P34	ribosomal protein S20 pseudogene 34	Approved	100271565
HGNC:36929	RPS20P35	ribosomal protein S20 pseudogene 35	Approved	100271566
HGNC:10409	RPS21	ribosomal protein S21	Approved	6227
HGNC:36401	RPS21P1	ribosomal protein S21 pseudogene 1	Approved	100271090
HGNC:36191	RPS21P2	ribosomal protein S21 pseudogene 2	Approved	100132961
HGNC:36847	RPS21P3	ribosomal protein S21 pseudogene 3	Approved	100132993
HGNC:35922	RPS21P4	ribosomal protein S21 pseudogene 4	Approved	100128912
HGNC:36359	RPS21P5	ribosomal protein S21 pseudogene 5	Approved	100271236
HGNC:36317	RPS21P6	ribosomal protein S21 pseudogene 6	Approved	100271365
HGNC:35577	RPS21P7	ribosomal protein S21 pseudogene 7	Approved	100271366
HGNC:39705	RPS21P8	ribosomal protein S21 pseudogene 8	Approved	100873798
HGNC:10410	RPS23	ribosomal protein S23	Approved	6228
HGNC:16043	RPS23P1	ribosomal protein S23 pseudogene 1	Approved	93948
HGNC:36568	RPS23P2	ribosomal protein S23 pseudogene 2	Approved	391701
HGNC:35499	RPS23P3	ribosomal protein S23 pseudogene 3	Approved	100271091
HGNC:36633	RPS23P4	ribosomal protein S23 pseudogene 4	Approved	100271092
HGNC:35726	RPS23P5	ribosomal protein S23 pseudogene 5	Approved	100271093
HGNC:36511	RPS23P6	ribosomal protein S23 pseudogene 6	Approved	100271367
HGNC:43899	RPS23P7	ribosomal protein S23 pseudogene 7	Approved	100130106
HGNC:35982	RPS23P8	ribosomal protein S23 pseudogene 8	Approved	653658
HGNC:48341	RPS23P9	ribosomal protein S23 pseudogene 9	Approved	100419472
HGNC:48342	RPS23P10	ribosomal protein S23 pseudogene 10	Approved	100419471
HGNC:10411	RPS24	ribosomal protein S24	Approved	6229
HGNC:10412	RPS24P1	ribosomal protein S24 pseudogene 1	Approved	23756
HGNC:19791	RPS24P2	ribosomal protein S24 pseudogene 2	Approved	326321
HGNC:19797	RPS24P3	ribosomal protein S24 pseudogene 3	Approved	326322
HGNC:35852	RPS24P4	ribosomal protein S24 pseudogene 4	Approved	729257
HGNC:36026	RPS24P5	ribosomal protein S24 pseudogene 5	Approved	100271094
HGNC:36240	RPS24P6	ribosomal protein S24 pseudogene 6	Approved	100216339
HGNC:35737	RPS24P7	ribosomal protein S24 pseudogene 7	Approved	100216342
HGNC:37016	RPS24P8	ribosomal protein S24 pseudogene 8	Approved	100216336
HGNC:35711	RPS24P9	ribosomal protein S24 pseudogene 9	Approved	100132496
HGNC:36554	RPS24P10	ribosomal protein S24 pseudogene 10	Approved	100271097
HGNC:36050	RPS24P11	ribosomal protein S24 pseudogene 11	Approved	100128519
HGNC:35623	RPS24P12	ribosomal protein S24 pseudogene 12	Approved	100271098
HGNC:36805	RPS24P13	ribosomal protein S24 pseudogene 13	Approved	100216338
HGNC:35744	RPS24P14	ribosomal protein S24 pseudogene 14	Approved	100128423
HGNC:35665	RPS24P15	ribosomal protein S24 pseudogene 15	Approved	390107
HGNC:35542	RPS24P16	ribosomal protein S24 pseudogene 16	Approved	100216340
HGNC:36348	RPS24P17	ribosomal protein S24 pseudogene 17	Approved	100216341
HGNC:36745	RPS24P18	ribosomal protein S24 pseudogene 18	Approved	100271371
HGNC:35683	RPS24P19	ribosomal protein S24 pseudogene 19	Approved	100130183
HGNC:54883	RPS24P21	ribosomal protein S24 pseudogene 21	Approved	
HGNC:10413	RPS25	ribosomal protein S25	Approved	6230
HGNC:34027	RPS25P1	ribosomal protein S25 pseudogene 1	Approved	283114
HGNC:36701	RPS25P2	ribosomal protein S25 pseudogene 2	Approved	100271100
HGNC:36073	RPS25P3	ribosomal protein S25 pseudogene 3	Approved	100271101
HGNC:35669	RPS25P4	ribosomal protein S25 pseudogene 4	Approved	391539
HGNC:35788	RPS25P5	ribosomal protein S25 pseudogene 5	Approved	100271102
HGNC:35532	RPS25P6	ribosomal protein S25 pseudogene 6	Approved	401206
HGNC:36585	RPS25P7	ribosomal protein S25 pseudogene 7	Approved	100271103
HGNC:36075	RPS25P8	ribosomal protein S25 pseudogene 8	Approved	100131196
HGNC:36936	RPS25P9	ribosomal protein S25 pseudogene 9	Approved	100271373
HGNC:36078	RPS25P10	ribosomal protein S25 pseudogene 10	Approved	100271372
HGNC:10414	RPS26	ribosomal protein S26	Approved	6231
HGNC:10415	RPS26P1	ribosomal protein S26 pseudogene 1	Approved	54024
HGNC:23662	RPS26P2	ribosomal protein S26 pseudogene 2	Approved	646753
HGNC:23411	RPS26P3	ribosomal protein S26 pseudogene 3	Approved	441386
HGNC:23775	RPS26P4	ribosomal protein S26 pseudogene 4	Approved	692146
HGNC:23776	RPS26P5	ribosomal protein S26 pseudogene 5	Approved	387495
HGNC:31090	RPS26P6	ribosomal protein S26 pseudogene 6	Approved	392256
HGNC:20077	RPS26P7	ribosomal protein S26 pseudogene 7	Approved	619443
HGNC:31329	RPS26P8	ribosomal protein S26 pseudogene 8	Approved	644191
HGNC:31821	RPS26P9	ribosomal protein S26 pseudogene 9	Approved	446209
HGNC:32201	RPS26P10	ribosomal protein S26 pseudogene 10	Approved	401470
HGNC:31817	RPS26P11	ribosomal protein S26 pseudogene 11	Approved	441502
HGNC:35487	RPS26P12	ribosomal protein S26 pseudogene 12	Approved	100271104
HGNC:35784	RPS26P13	ribosomal protein S26 pseudogene 13	Approved	100271106
HGNC:36992	RPS26P14	ribosomal protein S26 pseudogene 14	Approved	100270902
HGNC:35680	RPS26P15	ribosomal protein S26 pseudogene 15	Approved	644928
HGNC:35557	RPS26P16	ribosomal protein S26 pseudogene 16	Approved	730177
HGNC:36681	RPS26P17	ribosomal protein S26 pseudogene 17	Approved	391165
HGNC:35782	RPS26P18	ribosomal protein S26 pseudogene 18	Approved	100271108
HGNC:36377	RPS26P19	ribosomal protein S26 pseudogene 19	Approved	100271110
HGNC:36485	RPS26P20	ribosomal protein S26 pseudogene 20	Approved	644166
HGNC:36469	RPS26P21	ribosomal protein S26 pseudogene 21	Approved	100271105
HGNC:36261	RPS26P22	ribosomal protein S26 pseudogene 22	Approved	100271112
HGNC:36332	RPS26P23	ribosomal protein S26 pseudogene 23	Approved	100271107
HGNC:36917	RPS26P24	ribosomal protein S26 pseudogene 24	Approved	100271113
HGNC:35730	RPS26P25	ribosomal protein S26 pseudogene 25	Approved	728937
HGNC:36029	RPS26P26	ribosomal protein S26 pseudogene 26	Approved	100271109
HGNC:35636	RPS26P27	ribosomal protein S26 pseudogene 27	Approved	100271237
HGNC:36149	RPS26P28	ribosomal protein S26 pseudogene 28	Approved	643003
HGNC:36456	RPS26P29	ribosomal protein S26 pseudogene 29	Approved	442158
HGNC:35574	RPS26P30	ribosomal protein S26 pseudogene 30	Approved	100271111
HGNC:36614	RPS26P31	ribosomal protein S26 pseudogene 31	Approved	645979
HGNC:35753	RPS26P32	ribosomal protein S26 pseudogene 32	Approved	389472
HGNC:36227	RPS26P33	ribosomal protein S26 pseudogene 33	Approved	100271239
HGNC:36894	RPS26P34	ribosomal protein S26 pseudogene 34	Approved	100271114
HGNC:36229	RPS26P35	ribosomal protein S26 pseudogene 35	Approved	441377
HGNC:36561	RPS26P36	ribosomal protein S26 pseudogene 36	Approved	100271240
HGNC:36875	RPS26P37	ribosomal protein S26 pseudogene 37	Approved	100271238
HGNC:36406	RPS26P38	ribosomal protein S26 pseudogene 38	Approved	100129552
HGNC:36958	RPS26P39	ribosomal protein S26 pseudogene 39	Approved	100128168
HGNC:36906	RPS26P40	ribosomal protein S26 pseudogene 40	Approved	338611
HGNC:36062	RPS26P41	ribosomal protein S26 pseudogene 41	Approved	100271567
HGNC:36243	RPS26P42	ribosomal protein S26 pseudogene 42	Approved	100271568
HGNC:36675	RPS26P43	ribosomal protein S26 pseudogene 43	Approved	100271571
HGNC:36927	RPS26P44	ribosomal protein S26 pseudogene 44	Approved	100271569
HGNC:36944	RPS26P45	ribosomal protein S26 pseudogene 45	Approved	100271570
HGNC:35807	RPS26P46	ribosomal protein S26 pseudogene 46	Approved	100271572
HGNC:36368	RPS26P47	ribosomal protein S26 pseudogene 47	Approved	400156
HGNC:35519	RPS26P48	ribosomal protein S26 pseudogene 48	Approved	100271574
HGNC:35514	RPS26P49	ribosomal protein S26 pseudogene 49	Approved	100271575
HGNC:35615	RPS26P50	ribosomal protein S26 pseudogene 50	Approved	644934
HGNC:36254	RPS26P51	ribosomal protein S26 pseudogene 51	Approved	100271576
HGNC:36863	RPS26P52	ribosomal protein S26 pseudogene 52	Approved	100271577
HGNC:35582	RPS26P53	ribosomal protein S26 pseudogene 53	Approved	728823
HGNC:36868	RPS26P54	ribosomal protein S26 pseudogene 54	Approved	100131971
HGNC:36500	RPS26P55	ribosomal protein S26 pseudogene 55	Approved	100129650
HGNC:35858	RPS26P56	ribosomal protein S26 pseudogene 56	Approved	100271400
HGNC:36537	RPS26P57	ribosomal protein S26 pseudogene 57	Approved	100271401
HGNC:36571	RPS26P58	ribosomal protein S26 pseudogene 58	Approved	729188
HGNC:10416	RPS27	ribosomal protein S27	Approved	6232
HGNC:10417	RPS27A	ribosomal protein S27a	Approved	6233
HGNC:17121	RPS27AP1	RPS27A pseudogene 1	Approved	103911
HGNC:16572	RPS27AP2	RPS27A pseudogene 2	Approved	140752
HGNC:16538	RPS27AP3	RPS27A pseudogene 3	Approved	140714
HGNC:19775	RPS27AP4	RPS27A pseudogene 4	Approved	326323
HGNC:36867	RPS27AP5	ribosomal protein S27a pseudogene 5	Approved	100271374
HGNC:36236	RPS27AP6	RPS27A pseudogene 6	Approved	100271144
HGNC:35735	RPS27AP7	RPS27A pseudogene 7	Approved	728971
HGNC:36361	RPS27AP8	RPS27A pseudogene 8	Approved	100271375
HGNC:35630	RPS27AP9	RPS27A pseudogene 9	Approved	100271376
HGNC:36570	RPS27AP10	RPS27A pseudogene 10	Approved	100271377
HGNC:36126	RPS27AP11	RPS27A pseudogene 11	Approved	728590
HGNC:35732	RPS27AP12	RPS27A pseudogene 12	Approved	100130446
HGNC:36667	RPS27AP13	RPS27A pseudogene 13	Approved	100130300
HGNC:36530	RPS27AP14	RPS27A pseudogene 14	Approved	100271378
HGNC:35817	RPS27AP15	RPS27A pseudogene 15	Approved	100271379
HGNC:36855	RPS27AP16	RPS27A pseudogene 16	Approved	643358
HGNC:36877	RPS27AP17	RPS27A pseudogene 17	Approved	392425
HGNC:52299	RPS27AP18	RPS27A pseudogene 18	Approved	100419548
HGNC:52298	RPS27AP19	RPS27A pseudogene 19	Approved	107985274
HGNC:54884	RPS27AP20	RPS27A pseudogene 20	Approved	100128355
HGNC:18476	RPS27L	ribosomal protein S27 like	Approved	51065
HGNC:23740	RPS27P1	ribosomal protein S27 pseudogene 1	Approved	414228
HGNC:31035	RPS27P2	ribosomal protein S27 pseudogene 2	Approved	654390
HGNC:17445	RPS27P3	ribosomal protein S27 pseudogene 3	Approved	654365
HGNC:16694	RPS27P4	ribosomal protein S27 pseudogene 4	Approved	389112
HGNC:36734	RPS27P5	ribosomal protein S27 pseudogene 5	Approved	100271116
HGNC:36163	RPS27P6	ribosomal protein S27 pseudogene 6	Approved	100132488
HGNC:35622	RPS27P7	ribosomal protein S27 pseudogene 7	Approved	100131787
HGNC:36022	RPS27P8	ribosomal protein S27 pseudogene 8	Approved	653805
HGNC:36964	RPS27P9	ribosomal protein S27 pseudogene 9	Approved	100131572
HGNC:35961	RPS27P10	ribosomal protein S27 pseudogene 10	Approved	646233
HGNC:36014	RPS27P11	ribosomal protein S27 pseudogene 11	Approved	100271115
HGNC:35843	RPS27P12	ribosomal protein S27 pseudogene 12	Approved	100271117
HGNC:36203	RPS27P13	ribosomal protein S27 pseudogene 13	Approved	100130070
HGNC:35923	RPS27P14	ribosomal protein S27 pseudogene 14	Approved	100129279
HGNC:35863	RPS27P15	ribosomal protein S27 pseudogene 15	Approved	100271118
HGNC:36560	RPS27P16	ribosomal protein S27 pseudogene 16	Approved	100271119
HGNC:36291	RPS27P17	ribosomal protein S27 pseudogene 17	Approved	392748
HGNC:36296	RPS27P18	ribosomal protein S27 pseudogene 18	Approved	100271380
HGNC:36094	RPS27P19	ribosomal protein S27 pseudogene 19	Approved	100129905
HGNC:36333	RPS27P20	ribosomal protein S27 pseudogene 20	Approved	100271581
HGNC:35826	RPS27P21	ribosomal protein S27 pseudogene 21	Approved	100131905
HGNC:36090	RPS27P22	ribosomal protein S27 pseudogene 22	Approved	100131418
HGNC:35716	RPS27P23	ribosomal protein S27 pseudogene 23	Approved	100130775
HGNC:37005	RPS27P24	ribosomal protein S27 pseudogene 24	Approved	100133668
HGNC:36020	RPS27P25	ribosomal protein S27 pseudogene 25	Approved	100271584
HGNC:36904	RPS27P26	ribosomal protein S27 pseudogene 26	Approved	100271583
HGNC:36043	RPS27P27	ribosomal protein S27 pseudogene 27	Approved	100271585
HGNC:36748	RPS27P28	ribosomal protein S27 pseudogene 28	Approved	100271586
HGNC:36516	RPS27P29	ribosomal protein S27 pseudogene 29	Approved	100132291
HGNC:10418	RPS28	ribosomal protein S28	Approved	6234
HGNC:23561	RPS28P1	ribosomal protein S28 pseudogene 1	Approved	652980
HGNC:36211	RPS28P2	ribosomal protein S28 pseudogene 2	Approved	100271120
HGNC:36589	RPS28P3	ribosomal protein S28 pseudogene 3	Approved	644862
HGNC:36208	RPS28P4	ribosomal protein S28 pseudogene 4	Approved	645899
HGNC:36802	RPS28P5	ribosomal protein S28 pseudogene 5	Approved	100271121
HGNC:36085	RPS28P6	ribosomal protein S28 pseudogene 6	Approved	728453
HGNC:35787	RPS28P7	ribosomal protein S28 pseudogene 7	Approved	646195
HGNC:36938	RPS28P8	ribosomal protein S28 pseudogene 8	Approved	100271381
HGNC:36193	RPS28P9	ribosomal protein S28 pseudogene 9	Approved	650788
HGNC:10419	RPS29	ribosomal protein S29	Approved	6235
HGNC:19783	RPS29P1	ribosomal protein S29 pseudogene 1	Approved	122449
HGNC:31083	RPS29P2	ribosomal protein S29 pseudogene 2	Approved	619452
HGNC:31363	RPS29P3	ribosomal protein S29 pseudogene 3	Approved	642892
HGNC:35908	RPS29P4	ribosomal protein S29 pseudogene 4	Approved	100271123
HGNC:35584	RPS29P5	ribosomal protein S29 pseudogene 5	Approved	100271124
HGNC:35718	RPS29P6	ribosomal protein S29 pseudogene 6	Approved	100270903
HGNC:36594	RPS29P7	ribosomal protein S29 pseudogene 7	Approved	100128377
HGNC:36915	RPS29P8	ribosomal protein S29 pseudogene 8	Approved	100132376
HGNC:36913	RPS29P9	ribosomal protein S29 pseudogene 9	Approved	648343
HGNC:37006	RPS29P10	ribosomal protein S29 pseudogene 10	Approved	100132037
HGNC:36413	RPS29P11	ribosomal protein S29 pseudogene 11	Approved	100129902
HGNC:36458	RPS29P12	ribosomal protein S29 pseudogene 12	Approved	100131173
HGNC:35818	RPS29P13	ribosomal protein S29 pseudogene 13	Approved	100271122
HGNC:36471	RPS29P14	ribosomal protein S29 pseudogene 14	Approved	100129599
HGNC:35876	RPS29P15	ribosomal protein S29 pseudogene 15	Approved	100271241
HGNC:35560	RPS29P16	ribosomal protein S29 pseudogene 16	Approved	100132499
HGNC:35479	RPS29P17	ribosomal protein S29 pseudogene 17	Approved	100129379
HGNC:37004	RPS29P18	ribosomal protein S29 pseudogene 18	Approved	643284
HGNC:36118	RPS29P19	ribosomal protein S29 pseudogene 19	Approved	100271383
HGNC:36491	RPS29P20	ribosomal protein S29 pseudogene 20	Approved	100271587
HGNC:36479	RPS29P21	ribosomal protein S29 pseudogene 21	Approved	100129542
HGNC:35799	RPS29P22	ribosomal protein S29 pseudogene 22	Approved	100271384
HGNC:35779	RPS29P23	ribosomal protein S29 pseudogene 23	Approved	100271588
HGNC:35794	RPS29P24	ribosomal protein S29 pseudogene 24	Approved	100271589
HGNC:35649	RPS29P25	ribosomal protein S29 pseudogene 25	Approved	100271590
HGNC:36490	RPS29P26	ribosomal protein S29 pseudogene 26	Approved	100271591
HGNC:35836	RPS29P27	ribosomal protein S29 pseudogene 27	Approved	100271592
HGNC:36830	RPS29P28	ribosomal protein S29 pseudogene 28	Approved	100271402
HGNC:52362	RPS29P29	ribosomal protein S29 pseudogene 29	Approved	109729145
HGNC:52363	RPS29P30	ribosomal protein S29 pseudogene 30	Approved	107987273
HGNC:52364	RPS29P31	ribosomal protein S29 pseudogene 31	Approved	109729124
HGNC:52365	RPS29P32	ribosomal protein S29 pseudogene 32	Approved	109729158
HGNC:52366	RPS29P33	ribosomal protein S29 pseudogene 33	Approved	107987018
HGNC:6502	RPSA	ribosomal protein SA	Approved	3921
HGNC:36809	RPSA2	ribosomal protein SA 2	Approved	388524
HGNC:16560	RPSAP1	ribosomal protein SA pseudogene 1	Approved	170529
HGNC:18771	RPSAP2	ribosomal protein SA pseudogene 2	Approved	442181
HGNC:19792	RPSAP3	ribosomal protein SA pseudogene 3	Approved	158674
HGNC:20018	RPSAP4	ribosomal protein SA pseudogene 4	Approved	145259
HGNC:20139	RPSAP5	ribosomal protein SA pseudogene 5	Approved	319129
HGNC:31458	RPSAP6	ribosomal protein SA pseudogene 6	Approved	414254
HGNC:31461	RPSAP7	ribosomal protein SA pseudogene 7	Approved	654506
HGNC:31462	RPSAP8	ribosomal protein SA pseudogene 8	Approved	643617
HGNC:31463	RPSAP9	ribosomal protein SA pseudogene 9	Approved	653162
HGNC:31460	RPSAP10	ribosomal protein SA pseudogene 10	Approved	401638
HGNC:6503	RPSAP11	ribosomal protein SA pseudogene 11	Approved	645326
HGNC:6504	RPSAP12	ribosomal protein SA pseudogene 12	Approved	387867
HGNC:6505	RPSAP13	ribosomal protein SA pseudogene 13	Approved	3923
HGNC:6506	RPSAP14	ribosomal protein SA pseudogene 14	Approved	3924
HGNC:31464	RPSAP15	ribosomal protein SA pseudogene 15	Approved	220885
HGNC:35478	RPSAP16	ribosomal protein SA pseudogene 16	Approved	100270872
HGNC:35707	RPSAP17	ribosomal protein SA pseudogene 17	Approved	100270873
HGNC:36106	RPSAP18	ribosomal protein SA pseudogene 18	Approved	388707
HGNC:36508	RPSAP19	ribosomal protein SA pseudogene 19	Approved	730029
HGNC:35595	RPSAP20	ribosomal protein SA pseudogene 20	Approved	127406
HGNC:36928	RPSAP21	ribosomal protein SA pseudogene 21	Approved	729079
HGNC:36435	RPSAP22	ribosomal protein SA pseudogene 22	Approved	100270874
HGNC:36742	RPSAP23	ribosomal protein SA pseudogene 23	Approved	100270875
HGNC:36362	RPSAP24	ribosomal protein SA pseudogene 24	Approved	391462
HGNC:36405	RPSAP25	ribosomal protein SA pseudogene 25	Approved	129841
HGNC:36195	RPSAP26	ribosomal protein SA pseudogene 26	Approved	729209
HGNC:36650	RPSAP27	ribosomal protein SA pseudogene 27	Approved	130429
HGNC:35612	RPSAP28	ribosomal protein SA pseudogene 28	Approved	391387
HGNC:36680	RPSAP29	ribosomal protein SA pseudogene 29	Approved	389141
HGNC:35861	RPSAP30	ribosomal protein SA pseudogene 30	Approved	728126
HGNC:35558	RPSAP31	ribosomal protein SA pseudogene 31	Approved	391598
HGNC:50310	RPSAP32	ribosomal protein SA pseudogene 32	Approved	402123
HGNC:35556	RPSAP33	ribosomal protein SA pseudogene 33	Approved	647158
HGNC:36643	RPSAP34	ribosomal protein SA pseudogene 34	Approved	100270876
HGNC:36447	RPSAP35	ribosomal protein SA pseudogene 35	Approved	100270916
HGNC:35727	RPSAP36	ribosomal protein SA pseudogene 36	Approved	100128888
HGNC:35844	RPSAP37	ribosomal protein SA pseudogene 37	Approved	100270915
HGNC:35963	RPSAP38	ribosomal protein SA pseudogene 38	Approved	100130676
HGNC:37040	RPSAP39	ribosomal protein SA pseudogene 39	Approved	100131161
HGNC:36828	RPSAP40	ribosomal protein SA pseudogene 40	Approved	100270917
HGNC:36663	RPSAP41	ribosomal protein SA pseudogene 41	Approved	100270918
HGNC:36265	RPSAP42	ribosomal protein SA pseudogene 42	Approved	100270919
HGNC:35501	RPSAP43	ribosomal protein SA pseudogene 43	Approved	643954
HGNC:36891	RPSAP44	ribosomal protein SA pseudogene 44	Approved	652411
HGNC:35857	RPSAP45	ribosomal protein SA pseudogene 45	Approved	728562
HGNC:36082	RPSAP46	ribosomal protein SA pseudogene 46	Approved	652624
HGNC:36162	RPSAP47	ribosomal protein SA pseudogene 47	Approved	389672
HGNC:36646	RPSAP48	ribosomal protein SA pseudogene 48	Approved	392262
HGNC:35660	RPSAP49	ribosomal protein SA pseudogene 49	Approved	401537
HGNC:35896	RPSAP50	ribosomal protein SA pseudogene 50	Approved	644109
HGNC:36224	RPSAP51	ribosomal protein SA pseudogene 51	Approved	100271267
HGNC:35752	RPSAP52	ribosomal protein SA pseudogene 52	Approved	204010
HGNC:36641	RPSAP53	ribosomal protein SA pseudogene 53	Approved	400141
HGNC:36373	RPSAP54	ribosomal protein SA pseudogene 54	Approved	642641
HGNC:36921	RPSAP55	ribosomal protein SA pseudogene 55	Approved	388122
HGNC:36018	RPSAP56	ribosomal protein SA pseudogene 56	Approved	645656
HGNC:35889	RPSAP57	ribosomal protein SA pseudogene 57	Approved	390857
HGNC:36957	RPSAP59	ribosomal protein SA pseudogene 59	Approved	100271148
HGNC:36331	RPSAP60	ribosomal protein SA pseudogene 60	Approved	100271149
HGNC:36760	RPSAP61	ribosomal protein SA pseudogene 61	Approved	644464
HGNC:35583	RPSAP62	ribosomal protein SA pseudogene 62	Approved	100131469
HGNC:35581	RPSAP63	ribosomal protein SA pseudogene 63	Approved	100270755
HGNC:39642	RPSAP64	ribosomal protein SA pseudogene 64	Approved	100873797
HGNC:51914	RPSAP65	ribosomal protein SA pseudogene 65	Approved	107075109
HGNC:51916	RPSAP66	ribosomal protein SA pseudogene 66	Approved	107075110
HGNC:51918	RPSAP67	ribosomal protein SA pseudogene 67	Approved	107075111
HGNC:51920	RPSAP68	ribosomal protein SA pseudogene 68	Approved	100996520
HGNC:51922	RPSAP69	ribosomal protein SA pseudogene 69	Approved	101927158
HGNC:51923	RPSAP70	ribosomal protein SA pseudogene 70	Approved	105377595
HGNC:51924	RPSAP71	ribosomal protein SA pseudogene 71	Approved	107075249
HGNC:51925	RPSAP72	ribosomal protein SA pseudogene 72	Approved	107075112
HGNC:51926	RPSAP73	ribosomal protein SA pseudogene 73	Approved	107075250
HGNC:51928	RPSAP74	ribosomal protein SA pseudogene 74	Approved	107075113
HGNC:51929	RPSAP75	ribosomal protein SA pseudogene 75	Approved	107075114
HGNC:51930	RPSAP76	ribosomal protein SA pseudogene 76	Approved	101927006
HGNC:26809	RPTN	repetin	Approved	126638
HGNC:30287	RPTOR	regulatory associated protein of MTOR complex 1	Approved	57521
HGNC:10444	RPU1	symbol withdrawn, see [HGNC:11150](/data/gene-symbol-report/#!/hgnc_id/HGNC:11150)	Symbol Withdrawn	
HGNC:14173	RPUSD1	RNA pseudouridine synthase domain containing 1	Approved	113000
HGNC:24180	RPUSD2	RNA pseudouridine synthase domain containing 2	Approved	27079
HGNC:28437	RPUSD3	RNA pseudouridine synthase D3	Approved	285367
HGNC:25898	RPUSD4	RNA pseudouridine synthase D4	Approved	84881
HGNC:10446	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	Approved	6236
HGNC:16963	RRAGA	Ras related GTP binding A	Approved	10670
HGNC:20242	RRAGAP1	Ras related GTP binding A pseudogene 1	Approved	100462776
HGNC:55445	RRAGAP1-AS1	RRAGAP1 antisense RNA 1	Approved	
HGNC:19901	RRAGB	Ras related GTP binding B	Approved	10325
HGNC:19902	RRAGC	Ras related GTP binding C	Approved	64121
HGNC:55793	RRAGC-DT	RRAGC divergent transcript	Approved	
HGNC:19903	RRAGD	Ras related GTP binding D	Approved	58528
HGNC:10447	RRAS	RAS related	Approved	6237
HGNC:17271	RRAS2	RAS related 2	Approved	22800
HGNC:54561	RRAS2P1	RRAS2 pseudogene 1	Approved	100133211
HGNC:54562	RRAS2P2	RRAS2 pseudogene 2	Approved	100384885
HGNC:10448	RRBP1	ribosome binding protein 1	Approved	6238
HGNC:55607	RRBP1P1	RRBP1 pseudogene 1	Approved	392027
HGNC:55608	RRBP1P2	RRBP1 pseudogene 2	Approved	100421669
